,Unnamed: 0,Unnamed: 0.1,Ubicación,Area,Baños,Habitaciones,Precio
942,942,942,"Casa en Venta Juan Silveti, Villas Santin
, Toluca De Lerdo, México",120.0,2.0,3.0,60000.0
943,943,943,"Casa en Venta Toluca De Lerdo, México",950.0,5.0,4.0,445000.0
944,944,944,"Casa en Venta Privada Martha Rodríguez #5
, Toluca De Lerdo, México",155.0,2.0,2.0,95000.0
945,945,945,"Casa en Venta San Buenaventura, Toluca De Lerdo",350.0,3.0,4.0,500000.0
946,946,946,"Casa en Venta Privada Fuente De La Luz 117
, Toluca De Lerdo, México",130.0,1.0,,69750.0
947,947,947,"Casa en Venta Reforma
, Toluca De Lerdo, México",,2.0,2.0,47500.0
948,948,948,"Casa en Venta Casa En Venta En Fracc. Paseos San Martin, Toluca.
, Toluca De Lerdo, México",45.0,1.0,1.0,23000.0
949,949,949,"Casa en Venta Las Misiones Null
, Toluca De Lerdo, México",,2.0,3.0,80000.0
950,950,950,"Casa en Venta Toluca De Lerdo, México",249.0,2.0,3.0,95000.0
951,951,951,"Casa en Venta Camino A San Juan Tilapa #137, 0
, Toluca De Lerdo, México",124.0,3.0,3.0,93575.0
952,952,952,"Casa en Venta De Tlanepantla, Toluca De Lerdo",175.0,2.0,5.0,180000.0
953,953,953,"Casa en Venta Circuito Principal #1234
, Toluca De Lerdo, México",105.0,3.0,3.0,95000.0
954,954,954,"Casa en Venta Amazonas Null
, Toluca De Lerdo, México",,2.0,4.0,90000.0
955,955,955,"Casa en Venta Ambrosia
, Toluca De Lerdo, México",,1.0,3.0,50000.0
956,956,956,"Casa en Venta Doctor Alonso Garcia #35
, Toluca De Lerdo, México",200.0,2.0,4.0,70000.0
957,957,957,"Casa en Venta Arbol De Las Manitas #0
, Toluca De Lerdo, México",140.0,2.0,3.0,19520.05
958,958,958,"Casa en Venta Toluca De Lerdo, México",154.0,3.0,3.0,107500.0
959,959,959,"Casa en Venta Toluca De Lerdo, México",226.0,3.0,3.0,149000.0
960,960,960,"Casa en Venta Toluca De Lerdo, México",111.0,2.0,2.0,62500.0
961,961,961,"Casa en Venta San Jorge, Santin
, Toluca De Lerdo, México",150.0,2.0,3.0,80000.0
962,962,962,"Casa en Venta Miguel Hidalgo #00
, Toluca De Lerdo, México",163.0,3.0,3.0,67500.0
963,963,963,"Casa en Venta Emiliano Zapata Null
, Toluca De Lerdo, México",,3.0,3.0,142500.0
964,964,964,"Casa en Venta Marie Curie #303
, Toluca De Lerdo, México",192.0,2.0,3.0,175100.0
965,965,965,"Casa en Venta Aretusa #227
, Toluca De Lerdo, México",80.0,2.0,2.0,43000.0
966,966,966,"Casa en Venta Convento De León #28
, Toluca De Lerdo, México",101.0,3.0,3.0,75000.0
967,967,967,"Casa en Venta Toluca De Lerdo, México",528.0,5.0,6.0,1200000.0
968,968,968,"Casa en Venta Gran Morada #nd
, Toluca De Lerdo, México",182.0,3.0,3.0,224500.0
969,969,969,"Casa en Venta Jose Vicente Villada #00
, Toluca De Lerdo, México",273.0,2.0,4.0,140300.0
970,970,970,"Casa en Venta José María Artega #00
, Toluca De Lerdo, México",294.0,3.0,4.0,121000.0
971,971,971,"Casa en Venta Privada Del Rey #5
, Toluca De Lerdo, México",170.0,3.0,3.0,105000.0
972,972,972,"Casa en Venta Ex-hacienda San Jorge, Toluca De Lerdo",108.0,2.0,3.0,115000.0
973,973,973,"Casa en Venta Vicente Yañez Punzon #202
, Toluca De Lerdo, México",264.0,4.0,3.0,275000.0
974,974,974,"Casa en Venta Toluca De Lerdo, México",136.0,2.0,3.0,125000.0
975,975,975,"Casa en Venta Cuervos 219
, Toluca De Lerdo, México",,4.0,3.0,1300000.0
976,976,976,"Casa en Venta Leona Vicario #11
, Toluca De Lerdo, México",254.0,3.0,3.0,162500.0
977,977,977,"Casa en Venta Laguna De Tixtla Null
, Vicente Guerrero, Toluca De Lerdo",,5.0,8.0,325000.0
978,978,978,"Casa en Venta Altamirano 16
, San Mateo Oxtotitlán, Toluca De Lerdo",480.0,4.0,,173500.0
979,979,979,"Casa en Venta Calle Puerto Angel 4, Delegación San Lorenzo Tepaltitlán Ii, Delegación San Lore #4
, Toluca De Lerdo, México",150.0,2.0,3.0,80000.0
980,980,980,"Casa en Venta Morelos 1a Sección, Toluca De Lerdo",178.0,3.0,4.0,147500.0
981,981,981,"Casa en Venta San Lorenzo Tepaltitlán Centro, Toluca De Lerdo",158.0,2.0,3.0,80000.0
982,982,982,"Casa en Venta Bosques De Cantabria #nd
, Toluca De Lerdo, México",230.0,6.0,4.0,127500.0
983,983,983,"Casa en Venta Prolongacion 5 De Mayo #1541
, Toluca De Lerdo, México",130.0,3.0,3.0,236840.45
984,984,984,"Casa en Venta Toluca De Lerdo, México",300.0,3.0,3.0,49417.75
985,985,985,"Casa en Venta San Lorenzo Tepaltitlan Toluca Edo Mex
, Toluca De Lerdo, México",105.0,2.0,,42500.0
986,986,986,"Casa en Venta Toluca De Lerdo, México",90.0,1.0,2.0,74934.4
987,987,987,"Casa en Venta Prof Santiago Velasco #0, 0
, Toluca De Lerdo, México",160.0,2.0,3.0,12341.25
988,988,988,"Casa en Venta Sor Juanaa Ines
, Toluca De Lerdo, México",380.0,1.0,5.0,285000.0
989,989,989,"Casa en Venta Fresnos Null
, Bosques De Cantabria, Toluca De Lerdo",,2.0,3.0,67500.0
990,990,990,"Casa en Venta Jose Maria Arteaga #00
, Toluca De Lerdo, México",294.0,3.0,4.0,121000.0
991,991,991,"Casa en Venta Av. Sebastian Lerdo De Tejada Null
, Toluca De Lerdo, México",,2.0,2.0,110000.0
992,992,992,"Casa en Venta Toluca De Lerdo, México",62.0,1.0,2.0,43750.0
993,993,993,"Casa en Venta Privada Ricardo Charvel S/n
, San Mateo Oxtotitlán, Toluca De Lerdo",,3.0,4.0,130000.0
994,994,994,"Casa en Venta Dora #106
, Toluca De Lerdo, México",270.0,2.0,4.0,73608.3
995,995,995,"Casa en Venta Https://goo.gl/maps/vtwk2nbjv2scfcue6
, Toluca De Lerdo, México",300.0,4.0,6.0,157500.0
996,996,996,"Casa en Venta Pensador Mexicano #00
, San Lorenzo Tepaltitlán Centro, Toluca De Lerdo",180.0,2.0,3.0,91550.0
997,997,997,"Casa en Venta Jose Maria Coos Null
, Toluca De Lerdo, México",,1.0,3.0,140000.0
998,998,998,"Casa en Venta Isabel La Catolica #00
, Toluca De Lerdo, México",220.0,3.0,4.0,53050.0
999,999,999,"Casa en Venta Paloma Torcaza #38
, Toluca De Lerdo, México",60.0,1.0,2.0,19208.0
1000,1000,1000,"Casa en Venta Santa Ana Tlapaltitlán, Toluca De Lerdo",183.0,3.0,4.0,325000.0
1001,1001,1001,"Casa en Venta Benito Juárez, Toluca De Lerdo",580.0,3.0,3.0,325000.0
1002,1002,1002,"Casa en Venta Toluca De Lerdo, México",95.0,2.0,2.0,72650.0
1003,1003,1003,"Casa en Venta Av Sta Elena 118h, Rincón De San Lorenzo, 50017 Toluca De Lerdo, Méx.
, Toluca De Lerdo, México",,1.0,2.0,49000.0
1004,1004,1004,"Casa en Venta Toluca De Lerdo, México",122.0,3.0,4.0,124900.0
1005,1005,1005,"Casa en Venta Casa En Venta O Renta Toluca
, Toluca De Lerdo, México",492.0,3.0,3.0,625000.0
1006,1006,1006,"Casa en Venta Campo Real Ii 23
, Santa María Totoltepec, Toluca De Lerdo",,2.0,3.0,120000.0
1007,1007,1007,"Casa en Venta Hermosa Casa En Venta De 1 Planta En Toluca, A Unas Cuadras Del Centro
, Toluca De Lerdo, México",450.0,4.0,3.0,700000.0
1008,1008,1008,"Casa en Venta Toluca De Lerdo, México",62.0,1.0,3.0,75000.0
1009,1009,1009,"Casa en Venta Toluca De Lerdo, México",300.0,3.0,5.0,99500.0
1010,1010,1010,"Casa en Venta Centenario
, Toluca De Lerdo, México",100.0,2.0,2.0,90000.0
1011,1011,1011,"Casa en Venta Casa Sola En Venta En Cacalomacan Edo Mex
, Cacalomacan, Toluca De Lerdo",,4.0,4.0,375000.0
1012,1012,1012,"Casa en Venta Toluca De Lerdo, México",,2.0,3.0,375000.0
1013,1013,1013,"Casa en Venta Toluca De Lerdo, México",65.0,1.0,2.0,42000.0
1014,1014,1014,"Casa en Venta Manuel M.dieguez #00
, Toluca De Lerdo, México",160.0,3.0,4.0,23950.0
1015,1015,1015,"Casa en Venta Toluca De Lerdo, México",180.0,2.0,3.0,150000.0
1016,1016,1016,"Casa en Venta Toluca De Lerdo, México",67.0,1.0,2.0,41000.0
1017,1017,1017,"Casa en Venta Casa/oficinas En Renta -venta Col. Sector Popular
, Toluca De Lerdo, México",449.0,2.0,4.0,162500.0
1018,1018,1018,"Casa en Venta Lago San Ignacio 306
, El Seminario 2a Sección, Toluca De Lerdo",,1.0,3.0,75000.0
1019,1019,1019,"Casa en Venta Manuel Sotelo 323
, Toluca De Lerdo, México",233.0,3.0,,194750.0
1020,1020,1020,"Casa en Venta Andrés Benavides
, Ciprés, Toluca De Lerdo",,4.0,4.0,237500.0
1021,1021,1021,"Casa en Venta San Mateo Otzacatipan, Toluca De Lerdo",111.0,1.0,3.0,132500.0
1022,1022,1022,"Casa en Venta Toluca De Lerdo, México",878.0,7.0,4.0,600000.0
1023,1023,1023,"Casa en Venta Toluca De Lerdo, México",144.0,4.0,1.0,150000.0
1024,1024,1024,"Casa en Venta Toluca De Lerdo, México",209.0,6.0,4.0,170000.0
1025,1025,1025,"Casa en Venta Rebeca #00
, Toluca De Lerdo, México",150.0,1.0,3.0,53000.0
1026,1026,1026,"Casa en Venta Toluca Null
, Toluca De Lerdo, México",,4.0,4.0,475000.0
1027,1027,1027,"Casa en Venta San Buenaventura, Toluca De Lerdo",175.0,1.0,2.0,135000.0
1028,1028,1028,"Casa en Venta Nezahualcoyotl #00
, Toluca De Lerdo, México",200.0,3.0,4.0,51500.0
1029,1029,1029,"Casa en Venta Toluca De Lerdo, México",233.0,3.0,3.0,187500.0
1030,1030,1030,"Casa en Venta Toluca De Lerdo, México",233.0,3.0,3.0,187500.0
1031,1031,1031,"Casa en Venta Galileo Galilei #00
, Toluca De Lerdo, México",200.0,3.0,3.0,96500.0
1032,1032,1032,"Casa en Venta San Mateo Oxtotitlán, Toluca De Lerdo",220.0,2.0,3.0,125000.0
1033,1033,1033,"Casa en Venta Tomas Alva Edison #00
, Toluca De Lerdo, México",318.0,2.0,3.0,115545.0
1034,1034,1034,"Casa en Venta Tomas Alva Edison #00
, Toluca De Lerdo, México",318.0,2.0,3.0,115545.0
1035,1035,1035,"Casa en Venta Galileo Galilei #00
, Toluca De Lerdo, México",200.0,2.0,3.0,96500.0
1036,1036,1036,"Casa en Venta Vicente Yáñez Punzón Null
, Ciprés, Toluca De Lerdo",,1.0,3.0,275000.0
1037,1037,1037,"Casa en Venta Miguel Hidalgo Null
, Toluca De Lerdo, México",,3.0,2.0,95000.0
1038,1038,1038,"Casa en Venta Toluca De Lerdo, México",300.0,2.0,4.0,145000.0
1039,1039,1039,"Casa en Venta Toluca De Lerdo, México",140.0,2.0,3.0,82500.0
1040,1040,1040,"Casa en Venta Arce #233
, Toluca De Lerdo, México",123.0,3.0,3.0,60000.0
1041,1041,1041,"Casa en Venta Noe Pérez 1
, Toluca De Lerdo, México",,2.0,3.0,295000.0
1042,1042,1042,"Casa en Venta Toluca De Lerdo, México",185.0,3.0,4.0,112500.0
1043,1043,1043,"Casa en Venta Totoltepec Null
, Toluca De Lerdo, México",,4.0,4.0,336000.0
1044,1044,1044,"Casa en Venta Fernando Quiroz S/n
, Federal (adolfo López Mateos), Toluca De Lerdo",,2.0,4.0,375000.0
1045,1045,1045,"Casa en Venta Toluca De Lerdo, México",287.0,2.0,4.0,187500.0
1046,1046,1046,"Casa en Venta Miguel Mata #209
, Toluca De Lerdo, México",80.0,1.0,3.0,21780.15
1047,1047,1047,"Casa en Venta Toluca De Lerdo, México",85.0,1.0,2.0,67500.0
1048,1048,1048,"Casa en Venta 23 De Septiembre #311
, Toluca De Lerdo, México",500.0,5.0,4.0,297500.0
1049,1049,1049,"Casa en Venta Dora #00
, Toluca De Lerdo, México",340.0,2.0,4.0,73608.3
1050,1050,1050,"Casa en Venta Toluca De Lerdo, México",134.0,1.0,3.0,92500.0
1051,1051,1051,"Casa en Venta Toluca De Lerdo, México",200.0,3.0,3.0,117500.0
1052,1052,1052,"Casa en Venta Calle Tomas Alva Edison No Al 200
, Toluca De Lerdo, México",100.0,3.0,3.0,
1053,1053,1053,"Casa en Venta Toluca De Lerdo, México",233.0,3.0,3.0,187500.0
1054,1054,1054,"Casa en Venta Bonita Casa En Venta Entre Av Blvd Aeropuerto Y Tollocan
, Toluca De Lerdo, México",180.0,1.0,2.0,82500.0
1055,1055,1055,"Casa en Venta Toluca De Lerdo, México",233.0,3.0,3.0,187500.0
1056,1056,1056,"Casa en Venta Toluca De Lerdo, México",233.0,3.0,3.0,187500.0
1057,1057,1057,"Casa en Venta Dora #00
, Toluca De Lerdo, México",300.0,4.0,5.0,73608.3
1058,1058,1058,"Casa en Venta Coahuila 111
, Santa María De Las Rosas, Toluca De Lerdo",,1.0,4.0,87500.0
1059,1059,1059,"Casa en Venta Casa En Venta 2 Recamaras Las Palomas Toluca A 15 Minutos De Galerias Metepec
, Toluca De Lerdo, México",,1.0,2.0,55000.0
1060,1060,1060,"Casa en Venta Manuel M. Dieguez #00
, Toluca De Lerdo, México",180.0,3.0,4.0,23950.0
1061,1061,1061,"Casa en Venta Privada Santa Rita #17 B
, Toluca De Lerdo, México",62.0,2.0,2.0,37500.0
1062,1062,1062,"Casa en Venta Toluca De Lerdo, México",850.0,3.0,4.0,900000.0
1063,1063,1063,"Casa en Venta Doroteo Arango #119
, Toluca De Lerdo, México",180.0,3.0,3.0,104000.0
1064,1064,1064,"Casa en Venta Toluca De Lerdo, México",280.0,3.0,4.0,23950.0
1065,1065,1065,"Casa en Venta Benito Juárez 2011
, Toluca De Lerdo, México",,2.0,3.0,125000.0
1066,1066,1066,"Casa en Venta Esmeralda 4
, Toluca De Lerdo, México",,2.0,4.0,145000.0
1067,1067,1067,"Casa en Venta Isabel La Católica #000
, Toluca De Lerdo, México",200.0,2.0,3.0,53060.0
1068,1068,1068,"Casa en Venta Toluca De Lerdo, México",233.0,3.0,3.0,187500.0
1069,1069,1069,"Casa en Venta Toluca De Lerdo, México",233.0,3.0,3.0,187500.0
1070,1070,1070,"Casa en Venta Toluca De Lerdo, México",233.0,3.0,3.0,187500.0
1071,1071,1071,"Casa en Venta Toluca De Lerdo, México",233.0,3.0,3.0,187500.0
1072,1072,1072,"Casa en Venta Isabel La Catolica #0
, Toluca De Lerdo, México",248.0,2.0,4.0,53060.0
1073,1073,1073,"Casa en Venta Toluca De Lerdo, México",130.0,3.0,3.0,100000.0
1074,1074,1074,"Casa en Venta Toluca De Lerdo, México",66.0,2.0,3.0,55250.0
1075,1075,1075,"Casa en Venta Natalia Carrasco #000
, Toluca De Lerdo, México",250.0,3.0,4.0,200785.85
1076,1076,1076,"Casa en Venta Paseo Cristobal Colon #**
, Toluca De Lerdo, México",576.0,5.0,4.0,325000.0
1077,1077,1077,"Casa en Venta Remate Bancario, Casa, San Jose, Villas Santin, Toluca, Estado De Mexico
, Toluca De Lerdo",110.0,1.0,2.0,35500.0
1078,1078,1078,"Casa en Venta Misiones Ii Null
, Toluca De Lerdo, México",,2.0,3.0,75000.0
1079,1079,1079,"Casa en Venta Villas Toscana Null
, Toluca De Lerdo, México",,2.0,2.0,105000.0
1080,1080,1080,"Casa en Venta San Miguel Apinahuizco, Toluca De Lerdo",212.0,2.0,3.0,90000.0
1081,1081,1081,"Casa en Venta Toluca De Lerdo, México",76.0,1.0,2.0,68500.0
1082,1082,1082,"Casa en Venta Toluca De Lerdo, México",84.0,1.0,3.0,69500.0
1083,1083,1083,"Casa en Venta Adolfo Lopez Mateos #146
, Toluca De Lerdo, México",150.0,1.0,2.0,41500.0
1084,1084,1084,"Casa en Venta Santa Ana Tlapaltitlán, Toluca De Lerdo",128.0,1.0,2.0,195000.0
1085,1085,1085,"Casa en Venta Toluca #606
, Toluca De Lerdo, México",130.0,2.0,3.0,28724.0
1086,1086,1086,"Casa en Venta Miguel Mata #209
, Toluca De Lerdo, México",136.0,2.0,3.0,21780.15
1087,1087,1087,"Casa en Venta Lerma #216
, Toluca De Lerdo, México",90.0,2.0,2.0,32500.0
1088,1088,1088,"Casa en Venta Toluca De Lerdo, México",200.0,1.0,4.0,115000.0
1089,1089,1089,"Casa en Venta Toluca De Lerdo, México",91.0,2.0,3.0,78000.0
1090,1090,1090,"Casa en Venta Miguel Hidalgo S/n
, San Mateo Otzacatipan, Toluca De Lerdo",,2.0,3.0,79000.0
1091,1091,1091,"Casa en Venta Av. Encinos 102, Conj U Los Sauces, 50200 Toluca De Lerdo, Méx.
, Toluca De Lerdo, México",,1.0,2.0,55000.0
1092,1092,1092,"Casa en Venta Toluca De Lerdo, México",200.0,2.0,3.0,125000.0
1093,1093,1093,"Casa en Venta José Martín #114
, Toluca De Lerdo, México",285.0,3.0,3.0,240000.0
1094,1094,1094,"Casa en Venta Marie Cuerie #303
, Toluca De Lerdo, México",195.0,4.0,3.0,205000.0
1095,1095,1095,"Casa en Venta Marie Curie #303
, Toluca De Lerdo, México",195.0,4.0,3.0,200000.0
1096,1096,1096,"Casa en Venta Ramon Corona Null
, Toluca De Lerdo, México",,2.0,3.0,175000.0
1097,1097,1097,"Casa en Venta Ramon Corona 707
, Toluca De Lerdo, México",,2.0,3.0,197500.0
1098,1098,1098,"Casa en Venta Toluca De Lerdo, México",122.0,2.0,2.0,62500.0
1099,1099,1099,"Casa en Venta Toluca De Lerdo, México",429.0,3.0,3.0,400000.0
1100,1100,1100,"Casa en Venta Toluca-naucalpan #146
, Toluca De Lerdo, México",110.0,3.0,3.0,92500.0
1101,1101,1101,"Casa en Venta Toluca De Lerdo, México",100.0,2.0,3.0,93450.0
1102,1102,1102,"Casa en Venta Independencia #305
, Toluca De Lerdo, México",80.0,2.0,2.0,45000.0
1103,1103,1103,"Casa en Venta Montes Himalaya 1
, Toluca De Lerdo, México",,2.0,3.0,225000.0
1104,1104,1104,"Casa en Venta Toluca De Lerdo, México",112.0,1.0,2.0,60000.0
1105,1105,1105,"Casa en Venta Ciprés, Toluca De Lerdo",400.0,1.0,3.0,490000.0
1106,1106,1106,"Casa en Venta Evaristo Jiménez 16
, Toluca De Lerdo, México",,1.0,2.0,51000.0
1107,1107,1107,"Casa en Venta Pinosuarez
, Zopilocalco Norte, Toluca De Lerdo",393.0,,,147350.0
1108,1108,1108,"Casa en Venta Barbabosa, Toluca, Estado De México
, Toluca De Lerdo",,1.0,2.0,350000.0
1109,1109,1109,"Casa en Venta Rancho La Mora Null
, Rancho La Mora, Toluca De Lerdo",,1.0,2.0,60000.0
1110,1110,1110,"Casa en Venta Retorno #8
, Toluca De Lerdo, México",141.0,3.0,3.0,83750.0
1111,1111,1111,"Casa en Venta Coyotzin 120
, Toluca De Lerdo, México",,2.0,4.0,175000.0
1112,1112,1112,"Casa en Venta Toluca De Lerdo, México",67.0,1.0,2.0,46000.0
1113,1113,1113,"Casa en Venta Puebla #000
, Toluca De Lerdo, México",130.0,3.0,3.0,117700.0
1114,1114,1114,"Casa en Venta Toluca De Lerdo, México",192.0,2.0,3.0,90165.3
1115,1115,1115,"Casa en Venta C. Prolongacion Zapotecas Lb, Unión, 50040 Toluca De Lerdo, Méx.
, Toluca De Lerdo, México",124.0,2.0,3.0,110000.0
1116,1116,1116,"Casa en Venta Paseo Cristobal Colón #511
, Toluca De Lerdo, México",204.0,3.0,3.0,132500.0
1117,1117,1117,"Casa en Venta Tomas Alva Edison #00
, Toluca De Lerdo, México",318.0,2.0,3.0,115545.0
1118,1118,1118,"Casa en Venta Toluca De Lerdo, México",238.0,3.0,4.0,175000.0
1119,1119,1119,"Casa en Venta Felipe Berriozabal #00
, Toluca De Lerdo, México",342.0,3.0,4.0,139880.0
1120,1120,1120,"Casa en Venta Lago Victoria Null
, Ocho Cedros, Toluca De Lerdo",,3.0,3.0,325000.0
1121,1121,1121,"Casa en Venta Santa María Totoltepec, Toluca De Lerdo",126.0,1.0,3.0,59000.0
1122,1122,1122,"Casa en Venta Leyes De Reforma Null
, Toluca De Lerdo, México",,3.0,5.0,212500.0
1123,1123,1123,"Casa en Venta Sierra Ventana #000
, Toluca De Lerdo, México",180.0,3.0,3.0,241450.0
1124,1124,1124,"Casa en Venta Toluca De Lerdo, México",148.0,2.0,3.0,125000.0
1125,1125,1125,"Casa en Venta Casa En Venta Bosque De Las Fuentes Modelo Montecarlo
, Toluca De Lerdo, México",,3.0,3.0,220000.0
1126,1126,1126,"Casa en Venta Toluca De Lerdo, México",130.0,3.0,3.0,67500.0
1127,1127,1127,"Casa en Venta Toluca De Lerdo, México",260.0,3.0,3.0,175000.0
1128,1128,1128,"Casa en Venta Paseo Cristobal Colon #000
, Toluca De Lerdo, México",204.0,3.0,3.0,139525.0
1129,1129,1129,"Casa en Venta Roberto Fulton #113
, Toluca De Lerdo, México",200.0,5.0,3.0,160000.0
1130,1130,1130,"Casa en Venta Toluca De Lerdo, México",348.0,4.0,3.0,340000.0
1131,1131,1131,"Casa en Venta Fuente De Diana 12
, Toluca De Lerdo, México",,2.0,3.0,125000.0
1132,1132,1132,"Casa en Venta Cerrada De Colón 306
, Toluca De Lerdo, México",,7.0,8.0,400000.0
1133,1133,1133,"Casa en Venta Martha S/n
, Toluca De Lerdo, México",,2.0,3.0,140000.0
1134,1134,1134,"Casa en Venta Toluca De Lerdo, México",350.0,3.0,4.0,130000.0
1135,1135,1135,"Casa en Venta José María Arteaga #112
, Toluca De Lerdo, México",294.0,3.0,3.0,100000.0
1136,1136,1136,"Casa en Venta Av Independencia #143, 0
, Toluca De Lerdo, México",70.0,2.0,2.0,20850.0
1137,1137,1137,"Casa en Venta Toluca De Lerdo, México",120.0,2.0,2.0,44950.0
1138,1138,1138,"Casa en Venta Santa Cruz Otzacatipan, Toluca
, Toluca De Lerdo, México",446.0,3.0,4.0,325000.0
1139,1139,1139,"Casa en Venta Toluca
, Toluca De Lerdo, México",250.0,2.0,4.0,120000.0
1140,1140,1140,"Casa en Venta Tierra Y Libertad #114
, Toluca De Lerdo, México",190.0,2.0,3.0,50803.05
1141,1141,1141,"Casa en Venta Casa En Venta Sauces Iv Con Terreno Excedente En Esquina
, Toluca De Lerdo, México",74.0,1.0,3.0,
1142,1142,1142,"Casa en Venta Casa En Venta En Paseos Santín Ii, Toluca.
, Toluca De Lerdo, México",60.0,3.0,3.0,40000.0
1143,1143,1143,"Casa en Venta Geovillas #1
, Toluca De Lerdo, México",117.0,1.0,2.0,43500.0
1144,1144,1144,"Casa en Venta Casa En Venta, Colonia 8 Cedros, Toluca, Estado De México
, Toluca De Lerdo",,1.0,3.0,90000.0
1145,1145,1145,"Casa en Venta Miguel Hidalgo #211
, Toluca De Lerdo, México",163.0,3.0,3.0,67500.0
1146,1146,1146,"Casa en Venta Jesus Carranza #000
, Toluca De Lerdo, México",624.0,3.0,4.0,222050.0
1147,1147,1147,"Casa en Venta Las Torres 1100
, El Seminario 3a Sección, Toluca De Lerdo",,6.0,10.0,375000.0
1148,1148,1148,"Casa en Venta Casa En Venta 4 Recamaras En Sauces 1
, Toluca De Lerdo, México",,2.0,4.0,80000.0
1149,1149,1149,"Casa en Venta Casa En Venta Sor Juana Inés De La Cruz
, Toluca De Lerdo, México",,2.0,3.0,130000.0
1150,1150,1150,"Casa en Venta Martha Rodriguez #2, 2
, Toluca De Lerdo, México",300.0,3.0,3.0,142500.0
1151,1151,1151,"Casa en Venta Clemente Orozco 131
, Los Ángeles, Toluca De Lerdo",,1.0,1.0,90000.0
1152,1152,1152,"Casa en Venta Toluca De Lerdo, México",62.0,1.0,2.0,47450.0
1153,1153,1153,"Casa en Venta Toluca De Lerdo, México",324.0,2.0,4.0,115000.0
1154,1154,1154,"Casa en Venta Toluca De Lerdo, México",208.0,1.0,4.0,70000.0
1155,1155,1155,"Casa en Venta San Francisco 54-a
, Toluca De Lerdo, México",,1.0,1.0,21000.0
1156,1156,1156,"Casa en Venta Escuela En Venta, Atrás Del Calvario Toluca.
, Toluca De Lerdo, México",1469.0,4.0,14.0,1100000.0
1157,1157,1157,"Casa en Venta Venta Colonia Seminario Null
, Toluca De Lerdo, México",,2.0,3.0,115000.0
1158,1158,1158,"Casa en Venta Toluca De Lerdo, México",60.0,1.0,2.0,60000.0
1159,1159,1159,"Casa en Venta Calle De Los Corredores Sn
, Toluca De Lerdo, México",,3.0,3.0,400000.0
1160,1160,1160,"Casa en Venta San Mateo Otzacatipan, Toluca De Lerdo",100.0,3.0,3.0,95000.0
1161,1161,1161,"Casa en Venta Av. De Las Partidas #125
, Toluca De Lerdo, México",97.0,2.0,3.0,55289.9
1162,1162,1162,"Casa en Venta Adolfo Lopez Mateos #146
, Toluca De Lerdo, México",100.0,2.0,3.0,41500.0
1163,1163,1163,"Casa en Venta Galeana
, Toluca De Lerdo, México",380.0,4.0,6.0,700000.0
1164,1164,1164,"Casa en Venta Santa María Totoltepec, Toluca De Lerdo, Méx. Null
, Santa María Totoltepec, Toluca De Lerdo",,2.0,3.0,120000.0
1165,1165,1165,"Casa en Venta Francisco Villa Null
, Toluca De Lerdo, México",,1.0,2.0,130000.0
1166,1166,1166,"Casa en Venta Calle Luis Procuna Colonia Paseos Santin
, Toluca De Lerdo, México",60.0,3.0,3.0,40000.0
1167,1167,1167,"Casa en Venta San Lorenzo Tepaltitlán, Toluca
, Toluca De Lerdo, México",84.0,2.0,3.0,36500.0
1168,1168,1168,"Casa en Venta Heroes, Toluca
, Toluca De Lerdo, México",60.0,1.0,2.0,39500.0
1169,1169,1169,"Casa en Venta Fraccionamiento Las Palomas Capuchinas, Toluca
, Toluca De Lerdo, México",114.0,1.0,2.0,55000.0
1170,1170,1170,"Casa en Venta Valle Don Camilo Sn
, Toluca De Lerdo, México",,1.0,3.0,225000.0
1171,1171,1171,"Casa en Venta Paseo Colón #120
, Toluca, Toluca De Lerdo",499.0,5.0,10.0,375000.0
1172,1172,1172,"Casa en Venta Santa Cruz Null
, Toluca De Lerdo, México",,5.0,4.0,125000.0
1173,1173,1173,"Casa en Venta Casa En Venta Ex Hacienda San José
, Toluca De Lerdo, México",,3.0,4.0,325000.0
1174,1174,1174,"Casa en Venta Av Circuito De Los Dioses S/n
, Toluca De Lerdo, México",,2.0,4.0,94500.0
1175,1175,1175,"Casa en Venta Casa En Venta Los Heroes 1
, Toluca De Lerdo, México",60.0,1.0,2.0,39500.0
1176,1176,1176,"Casa en Venta Lago Victoria #712
, Toluca De Lerdo, México",651.0,4.0,4.0,337500.0
1177,1177,1177,"Casa en Venta Hda. Antigua, Conj U Los Sauces Iv, 50200 San Nicolás Tolentino, Méx.
, Toluca De Lerdo, México",,1.0,4.0,60000.0
1178,1178,1178,"Casa en Venta Toluca De Lerdo, México",319.0,3.0,6.0,107500.0
1179,1179,1179,"Casa en Venta Casa Nueva En Venta Residencial Victoria
, Toluca De Lerdo, México",,2.0,3.0,155000.0
1180,1180,1180,"Casa en Venta Plan De Ayala 311
, Toluca De Lerdo, México",,4.0,4.0,100000.0
1181,1181,1181,"Casa en Venta Sierra Ventana #202
, Toluca De Lerdo, México",300.0,7.0,4.0,310000.0
1182,1182,1182,"Casa en Venta Av Hidalgo Ote #00
, Toluca De Lerdo, México",500.0,3.0,4.0,33550.0
1183,1183,1183,"Casa en Venta Girasol #218
, Toluca De Lerdo, México",120.0,2.0,3.0,63782.75
1184,1184,1184,"Casa en Venta La Merced  (alameda), Toluca De Lerdo",207.0,3.0,3.0,119920.0
